Unit,Way,Keel_Date,Delivery_Date,Yard_Cost, Procurement_Cost,Facilities_Cost,Admin_Cost,TC,VC,FC,Yard,Direct_Hours,Indirect_Hours,Total_ManHours,Way_Days,Outfitting_Days,Total_Production_Days
146,6,9/14/44,11/20/44,923596,888165,64330,18590.7267,1894681.727,1811761,82920.7267,Delta,465423,110948,576371,37,30,67
147,7,9/15/44,3/12/45,1929034,876731,99623,28790.05077,2934178.051,2805765,128413.0508,Delta,923416,239973,1163389,94,84,178
148,4,9/25/44,11/25/44,945278,888165,65099,18812.96001,1917354.96,1833443,83911.96001,Delta,477165,113747,590912,42,19,61
149,3,9/27/44,11/30/44,941907,888165,64980,18778.5702,1913830.57,1830072,83758.5702,Delta,469905,112017,581922,40,24,64
150,1,10/9/44,12/9/44,950453,888165,65283,18866.13417,1922767.134,1838618,84149.13417,Delta,483327,115216,598543,40,21,61
151,5,10/10/44,12/12/44,975887,888165,66186,19127.09214,1949365.092,1864052,85313.09214,Delta,497932,118697,616629,40,23,63
152,2,10/25/44,12/21/44,972282,888165,66058,19090.10142,1945595.101,1860447,85148.10142,Delta,482423,114989,597412,40,17,57
153,8,10/30/44,12/27/44,988781,888165,66644,19259.44956,1962849.45,1876946,85903.44956,Delta,499996,119189,619185,39,19,58
154,6,10/31/44,12/26/44,974476,888165,66136,19112.64264,1947889.643,1862641,85248.64264,Delta,493370,117610,610980,40,16,56
155,4,11/7/44,12/28/44,952459,888165,65354,18886.65246,1924864.652,1840624,84240.65246,Delta,470400,112123,582523,34,17,51
156,3,11/7/44,12/31/44,946142,888165,65130,18821.9187,1918258.919,1834307,83951.9187,Delta,467023,111318,578341,34,20,54
157,8,11/13/44,1/13/45,1046589,888165,68697,19852.74603,2023303.746,1934754,88549.74603,Delta,529156,126128,655284,40,21,61
158,5,11/20/44,2/11/45,1598458,876731,87886,25398.17514,2588473.175,2475189,113284.1751,Delta,751151,195205,946356,65,18,83
159,1,11/20/44,1/20/45,1000356,888165,67055,19378.22445,1974954.224,1888521,86433.22445,Delta,507038,120856,627894,39,22,61
160,6,12/4/44,1/29/45,995699,888165,66890,19330.5411,1970084.541,1883864,86220.5411,Delta,503212,119850,623062,38,18,56
161,2,12/5/44,1/31/45,968907,888165,65938,19055.42262,1942065.423,1857072,84993.42262,Delta,488556,116360,604916,39,18,57
162,4,12/12/44,4/17/45,1569622,876731,86862,25102.24938,2558317.249,2446353,111964.2494,Delta,743385,193187,936572,71,55,126
163,3,12/12/44,2/9/45,963315,888165,65740,18998.2026,1936218.203,1851480,84738.2026,Delta,486198,115798,601996,42,17,59
164,7,12/19/44,4/27/45,1502298,876731,84471,24411.27429,2487911.274,2379029,108882.2743,Delta,706043,457346,1163389,71,58,129
165,8,12/26/44,2/22/45,992378,888165,66772,19296.44028,1966611.44,1880543,86068.44028,Delta,503084,119820,622904,41,17,58
166,1,12/30/44,2/28/45,950494,888165,65258,18858.90942,1922775.909,1838659,84116.90942,Delta,474746,113649,588395,39,21,60
167,6,1/12/45,5/8/45,1379965,876731,80128,23156.19072,2359980.191,2256696,103284.1907,Delta,642830,167055,809885,60,56,116
168,2,1/15/45,3/13/45,934869,888165,64730,18706.3227,1906470.323,1823034,83436.3227,Delta,467318,111871,579189,38,19,57
169,3,1/24/45,5/4/45,991858,888165,66753,19290.94947,1966066.949,1880023,86043.94947,Delta,462811,110494,573305,35,65,100
170,5,1/25/45,5/16/45,1296075,876731,77149,22295.28951,2272250.29,2172806,99444.28951,Delta,597152,155185,752337,54,57,111
171,8,2/6/45,5/24/45,1281332,876731,76626,22144.14774,2256833.148,2158063,98770.14774,Delta,588559,152952,741511,56,51,107
172,1,2/8/45,5/31/45,1347355,876731,78970,22821.5403,2325877.54,2224086,101791.5403,Delta,624991,162419,787410,58,54,112
173,4,2/22/45,6/7/45,1256541,876731,75745,21889.54755,2230906.548,2133272,97634.54755,Delta,575964,149678,725642,55,50,105
174,2,2/23/45,6/16/45,1261114,876731,75908,21936.65292,2235689.653,2137845,97844.65292,Delta,577525,150084,727609,57,56,113
175,7,3/1/45,6/25/45,1191111,876731,73422,21218.22378,2162482.224,2067842,94640.22378,Delta,542208,140906,683114,55,61,116
176,3,3/1/45,6/30/45,1208304,876731,74033,21394.79667,2180462.797,2085035,95427.79667,Delta,549996,142930,692926,58,63,121
177,6,3/14/45,7/9/45,1187911,876731,73309,21185.56791,2159136.568,2064642,94494.56791,Delta,537790,139758,677548,55,62,117
178,5,3/21/45,7/18/45,1177613,876731,72943,21079.79757,2148366.798,2054344,94022.79757,Delta,532759,138450,671209,57,62,119
179,8,4/4/45,7/25/45,1192874,876731,73485,21236.43015,2164326.43,2069605,94721.43015,Delta,545159,141673,686832,59,53,112
180,1,4/9/45,7/31/45,1241361,876731,75206,21733.78194,2215031.782,2118092,96939.78194,Delta,570223,148186,718409,64,49,113
181,4,4/19/45,8/17/45,1209886,876731,74089,21410.98011,2182116.98,2086617,95499.98011,Delta,557236,144812,702048,58,62,120
182,2,4/23/45,8/25/45,1232235,876731,74882,21640.14918,2205488.149,2108966,96522.14918,Delta,571006,148390,719396,66,58,124
183,7,4/26/45,8/31/45,1174655,876731,72838,21049.45362,2145273.454,2051386,93887.45362,Delta,543697,141293,684990,64,63,127
184,3,4/30/45,9/12/45,1247463,876731,75423,21796.49277,2221413.493,2124194,97219.49277,Delta,574653,149338,723991,72,63,135
185,6,5/9/45,9/24/45,1249809,876731,75506,21820.47894,2223866.479,2126540,97326.47894,Delta,582749,151441,734190,69,69,138
186,5,5/18/45,9/29/45,1283179,876731,76691,22162.93209,2258763.932,2159910,98853.93209,Delta,600777,156127,756904,73,61,134
187,1,6/13/45,10/10/45,1306926,876731,77534,22406.55066,2283597.551,2183657,99940.55066,Delta,610811,158734,769545,62,57,119
188,4,6/18/45,10/13/45,1328002,876731,78283,22623.00417,2305639.004,2204733,100906.0042,Delta,623586,162054,785640,68,49,117
1,6,7/18/41,5/27/42,1540267,883896,86074,24875.386,2535112.386,2424163,110949.386,Houston,885562,311089,1196651,254,59,313
2,5,7/18/41,6/2/42,1487866,883896,84213,24337.557,2480312.557,2371762,108550.557,Houston,864085,299406,1163491,275,44,319
3,4,7/25/41,6/17/42,1469769,883896,83571,24152.019,2461388.019,2353665,107723.019,Houston,841542,295371,1136913,278,49,327
4,3,7/25/41,6/22/42,1474167,883896,83727,24197.103,2465987.103,2358063,107924.103,Houston,847164,296352,1143516,291,41,332
5,2,10/23/41,6/30/42,1486197,883896,84154,24320.506,2478567.506,2370093,108474.506,Houston,846052,299034,1145086,211,39,250
6,1,10/23/41,7/16/42,1474590,883896,83742,24201.438,2466429.438,2358486,107943.438,Houston,826250,296446,1122696,218,48,266
7,7,10/23/41,7/13/42,1431969,883896,82229,23764.181,2421858.181,2315865,105993.181,Houston,815185,286985,1102170,211,52,263
8,8,12/30/41,7/22/42,1440569,883896,82534,23852.326,2430851.326,2324465,106386.326,Houston,815502,288903,1104405,164,40,204
9,9,12/30/41,7/28/42,1478538,883896,83882,24241.898,2470557.898,2362434,108123.898,Houston,837216,297369,1134585,171,39,210
10,6,4/3/42,8/4/42,1483001,883896,84041,24287.849,2475225.849,2366897,108328.849,Houston,810607,298321,1108928,91,32,123
11,5,4/24/42,8/11/42,1519999,883896,85354,24667.306,2513916.306,2403895,110021.306,Houston,839308,306570,1145878,78,31,109
12,4,5/4/42,8/19/42,1534184,883896,85858,24812.962,2528750.962,2418080,110670.962,Houston,839684,309732,1149416,82,25,107
13,3,5/18/42,8/26/42,1493538,883896,84415,24395.935,2486244.935,2377434,108810.935,Houston,801135,300670,1101805,76,24,100
14,2,5/26/42,8/31/42,1511002,883896,85035,24575.115,2504508.115,2394898,109610.115,Houston,796110,304564,1100674,78,19,97
15,7,6/2/42,9/9/42,1480163,883896,83940,24258.66,2472257.66,2364059,108198.66,Houston,774625,297732,1072357,78,21,99
16,1,6/9/42,9/15/42,1479117,883896,83903,24247.967,2471163.967,2363013,108150.967,Houston,772608,297455,1070063,74,24,98
17,8,6/16/42,9/21/42,1464704,883896,83391,24099.999,2456090.999,2348600,107490.999,Houston,752038,294284,1046322,76,21,97
18,9,6/23/42,9/24/42,1428932,883896,82121,23732.969,2418681.969,2312828,105853.969,Houston,730513,286308,1016821,76,17,93
19,6,7/4/42,9/30/42,1353397,883896,79439,22957.871,2339689.871,2237293,102396.871,Houston,677941,269426,947367,69,19,88
20,5,7/13/42,10/8/42,1375505,883896,80224,23184.736,2362809.736,2259401,103408.736,Houston,685620,274355,959975,67,20,87
21,4,7/27/42,10/20/42,1409743,883896,81439,23535.871,2398613.871,2293639,104974.871,Houston,695274,281989,977263,57,28,85
22,3,8/3/42,10/28/42,1423679,883896,81934,23678.926,2413187.926,2307575,105612.926,Houston,707684,285095,992779,64,22,86
23,2,8/13/42,10/31/42,1468271,883895,83518,24136.702,2459820.702,2352166,107654.702,Houston,716784,295038,1011822,63,16,79
24,7,8/19/42,11/16/42,1483167,883896,84046,24289.294,2475398.294,2367063,108335.294,Houston,729326,298402,1027728,69,20,89
25,1,8/24/42,11/20/42,1457528,883895,83136,24026.304,2448585.304,2341423,107162.304,Houston,713360,292642,1006002,68,20,88
26,8,9/3/42,11/26/42,1434581,883896,82321,23790.769,2424588.769,2318477,106111.769,Houston,694497,287568,982065,69,15,84
27,9,9/8/42,11/28/42,1429779,883896,82151,23741.639,2419567.639,2313675,105892.639,Houston,680659,286497,967156,69,12,81
28,6,9/15/42,11/30/42,1356263,883895,79540,22987.06,2342685.06,2240158,102527.06,Houston,653797,270065,923862,62,14,76
29,5,9/22/42,12/8/42,1401700,883895,81154,23453.506,2390202.506,2285595,104607.506,Houston,676659,280195,956854,59,18,77
30,4,10/5/42,12/19/42,1429163,883895,82129,23735.281,2418922.281,2313058,105864.281,Houston,689783,286318,976101,58,17,75
31,3,10/12/42,12/30/42,1432100,883895,82233,23765.337,2421993.337,2315995,105998.337,Houston,690228,286973,977201,61,18,79
32,2,10/19/42,12/31/42,1409575,883895,81433,23534.137,2398437.137,2293470,104967.137,Houston,675112,281952,957064,60,13,73
33,7,10/28/42,1/6/43,1403941,883896,81233,23476.337,2392546.337,2287837,104709.337,Houston,669972,280736,950708,54,16,70
34,1,11/2/42,1/14/43,1358194,883895,79609,23007.001,2344705.001,2242089,102616.001,Houston,654026,270496,924522,58,15,73
35,8,11/12/42,1/20/43,1353162,883896,79430,22955.27,2339443.27,2237058,102385.27,Houston,646484,269413,915897,55,14,69
36,6,11/17/42,1/16/43,1320627,883895,78275,22621.475,2305418.475,2204522,100896.475,Houston,624888,262123,887011,50,10,60
37,9,11/17/42,1/28/43,1369356,883896,80005,23121.445,2356378.445,2253252,103126.445,Houston,651221,273023,924244,56,16,72
38,5,11/23/42,1/31/43,1281787,883896,76896,22222.944,2264801.944,2165683,99118.944,Houston,579855,244136,823991,59,10,69
39,4,12/3/42,2/12/43,1253407,883896,75888,21931.632,2235122.632,2137303,97819.632,Houston,571677,238057,809734,56,15,71
40,3,12/14/42,2/20/43,1214732,883896,74515,21534.835,2194677.835,2098628,96049.835,Houston,552966,229774,782740,53,15,68
41,2,12/19/42,2/25/43,1217528,883896,74615,21563.735,2197602.735,2101424,96178.735,Houston,552730,230373,783103,53,15,68
42,7,12/22/42,2/28/43,1185298,883896,73470,21232.83,2163896.83,2069194,94702.83,Houston,538768,223469,762237,55,13,68
43,1,12/31/42,2/28/43,1131338,883896,71554,20679.106,2107467.106,2015234,92233.106,Houston,515601,211912,727513,50,9,59
44,8,1/7/43,3/11/43,1125416,883896,71344,20618.416,2101274.416,2009312,91962.416,Houston,510474,210643,721117,48,15,63
45,6,1/8/43,3/14/43,1125619,883896,71351,20620.439,2101486.439,2009515,91971.439,Houston,512660,210687,723347,51,14,65
46,9,1/13/43,3/17/43,1137809,883896,71784,20745.576,2114234.576,2021705,92529.576,Houston,513338,213297,726635,51,12,63
47,5,1/22/43,3/22/43,1102119,883896,70517,20379.413,2076911.413,1986015,90896.413,Houston,503756,205653,709409,43,16,59
48,4,1/29/43,3/31/43,1103421,883896,70563,20392.707,2078272.707,1987317,90955.707,Houston,502014,205932,707946,46,15,61
49,3,2/6/43,4/8/43,1117762,883896,71072,20539.808,2093269.808,2001658,91611.808,Houston,511207,209004,720211,41,20,61
50,2,2/11/43,4/16/43,1144874,883896,72035,20818.115,2121623.115,2028770,92853.115,Houston,516268,214811,731079,46,18,64
51,7,2/16/43,4/19/43,1084587,883896,69894,20199.366,2058576.366,1968483,90093.366,Houston,494209,201898,696107,43,19,62
52,1,2/20/43,4/23/43,1088625,883895,70038,20240.982,2062798.982,1972520,90278.982,Houston,491122,202763,693885,44,18,62
53,8,2/25/43,4/25/43,1057828,883895,68944,19924.816,2030591.816,1941723,88868.816,Houston,477432,196167,673599,44,15,59
54,6,3/1/43,4/30/43,1066713,883895,69260,20016.14,2039884.14,1950608,89276.14,Houston,478283,198070,676353,44,16,60
55,9,3/6/43,5/8/43,1093429,883895,70208,20290.112,2067822.112,1977324,90498.112,Houston,495967,203792,699759,42,21,63
56,5,3/8/43,5/12/43,1097239,883895,70343,20329.127,2071806.127,1981134,90672.127,Houston,500973,204608,705581,46,19,65
57,4,3/17/43,5/17/43,1084359,883895,69886,20197.054,2058337.054,1968254,90083.054,Houston,490413,201850,692263,44,17,61
58,3,3/20/43,5/21/43,1113428,883895,70918,20495.302,2088736.302,1997323,91413.302,Houston,499829,208076,707905,45,17,62
59,2,3/30/43,5/27/43,1107195,883895,70697,20431.433,2082218.433,1991090,91128.433,Houston,492690,206741,699431,43,15,58
60,7,4/1/43,5/30/43,1120719,883895,71177,20570.153,2096361.153,2004614,91747.153,Houston,504222,209633,713855,43,16,59
61,1,4/6/43,5/31/43,1080634,883895,69754,20158.906,2054441.906,1964529,89912.906,Houston,485333,201052,686385,41,14,55
62,8,4/12/43,6/8/43,1020050,883895,67603,19537.267,1991085.267,1903945,87140.267,Houston,454117,188076,642193,42,15,57
63,6,4/15/43,6/11/43,1035459,883895,68150,19695.35,2007199.35,1919354,87845.35,Houston,463425,191376,654801,42,15,57
64,9,4/19/43,6/14/43,1009360,883895,67223,19427.447,1979905.447,1893255,86650.447,Houston,454024,185786,639810,40,16,56
65,5,4/24/43,6/21/43,1043972,883895,68452,19782.628,2016101.628,1927867,88234.628,Houston,470208,193199,663407,40,18,58
66,4,5/1/43,6/25/43,1048436,883895,68611,19828.579,2020770.579,1932331,88439.579,Houston,471218,194156,665374,38,17,55
67,3,5/5/43,6/29/43,1028319,883896,67896,19621.944,1999732.944,1912215,87517.944,Houston,459202,189846,649048,41,14,55
68,2,5/13/43,6/30/43,1037184,883896,68211,19712.979,2009003.979,1921080,87923.979,Houston,462404,191745,654149,37,11,48
69,7,5/15/43,7/10/43,1040570,883896,68331,19747.659,2012544.659,1924466,88078.659,Houston,464543,192472,657015,40,16,56
70,1,5/18/43,7/14/43,1041264,883896,68356,19754.884,2013270.884,1925160,88110.884,Houston,461484,186238,647722,43,14,57
71,8,5/25/43,7/17/43,1022961,883896,67706,19567.034,1994130.034,1906857,87273.034,Houston,451079,182453,633532,41,12,53
72,6,5/28/43,7/23/43,1041289,883896,68357,19755.173,2013297.173,1925185,88112.173,Houston,459875,186243,646118,39,17,56
73,9,5/31/43,7/27/43,1036854,883896,68199,19709.511,2008658.511,1920750,87908.511,Houston,455717,185326,641043,42,15,57
74,5,6/4/43,8/5/43,1039132,883896,68280,19732.92,2011040.92,1923028,88012.92,Houston,455935,185797,641732,41,21,62
75,4,6/9/43,8/7/43,1032103,883896,68031,19660.959,2003690.959,1915999,87691.959,Houston,451684,184343,636027,38,21,59
76,3,6/16/43,8/13/43,1048432,883896,68610,19828.29,2020766.29,1932328,88438.29,Houston,458022,187720,645742,40,18,58
77,2,6/21/43,8/20/43,1055282,883896,68854,19898.806,2027930.806,1939178,88752.806,Houston,460172,189137,649309,46,14,60
78,7,6/25/43,8/24/43,1068690,883896,69330,20036.37,2041952.37,1952586,89366.37,Houston,465831,191910,657741,46,14,60
79,1,7/1/43,8/28/43,1092727,883896,70183,20282.887,2067088.887,1976623,90465.887,Houston,476684,196881,673565,44,14,58
80,8,7/6/43,8/31/43,1100623,883896,70464,20364.096,2075347.096,1984519,90828.096,Houston,480252,198514,678766,44,12,56
81,6,7/7/43,9/4/43,1099454,883896,70422,20351.958,2074123.958,1983350,90773.958,Houston,479471,198272,677743,45,14,59
82,9,7/13/43,9/14/43,1116382,883896,71023,20525.647,2091826.647,2000278,91548.647,Houston,486708,201773,688481,44,19,63
83,5,7/16/43,9/16/43,1130765,883896,71534,20673.326,2106868.326,2014661,92207.326,Houston,492427,204747,697174,46,16,62
84,4,7/19/43,9/25/43,1142860,883896,71963,20797.307,2119516.307,2026756,92760.307,Houston,496524,207249,703773,49,19,68
85,3,7/27/43,9/30/43,1152141,883896,72293,20892.677,2129222.677,2036037,93185.677,Houston,498733,209168,707901,48,17,65
86,2,8/7/43,10/6/43,1156950,883896,72464,20942.096,2134252.096,2040846,93406.096,Houston,500007,210162,710169,48,12,60
87,7,8/11/43,10/12/43,1158868,883896,72532,20961.748,2136257.748,2042764,93493.748,Houston,500553,210559,711112,48,14,62
88,1,8/16/43,10/15/43,1159449,883896,72552,20967.528,2136864.528,2043345,93519.528,Houston,500640,210679,711319,49,11,60
89,8,8/20/43,10/19/43,1160104,883896,72576,20974.464,2137550.464,2044000,93550.464,Houston,501058,210814,711872,47,13,60
90,6,8/23/43,10/25/43,1160327,883896,72583,20976.487,2137782.487,2044223,93559.487,Houston,501926,210860,712786,49,14,63
91,9,8/27/43,10/28/43,1165847,883895,72779,21033.131,2143554.131,2049742,93812.131,Houston,505106,212002,717108,49,13,62
92,5,9/1/43,10/30/43,1166848,883895,72815,21043.535,2144601.535,2050743,93858.535,Houston,505568,212209,717777,48,11,59
93,4,9/7/43,11/6/43,1162658,883895,72666,21000.474,2140219.474,2046553,93666.474,Houston,504010,211343,715353,46,14,60
94,3,9/14/43,11/11/43,1151483,883895,72269,20885.741,2128532.741,2035378,93154.741,Houston,497596,209032,706628,44,14,58
95,2,9/25/43,11/17/43,1129481,883895,71488,20660.032,2105524.032,2013376,92148.032,Houston,484909,204482,689391,42,11,53
96,7,9/29/43,11/20/43,1123411,883895,71273,20597.897,2099176.897,2007306,91870.897,Houston,481401,203227,684628,42,10,52
97,1,10/5/43,11/25/43,1108761,883895,70753,20447.617,2083856.617,1992656,91200.617,Houston,472431,200197,672628,39,12,51
98,8,10/7/43,11/27/43,1106981,883895,70689,20429.121,2081994.121,1990876,91118.121,Houston,470726,199829,670555,42,9,51
99,6,10/12/43,11/30/43,1100201,883895,70449,20359.761,2074904.761,1984096,90808.761,Houston,466436,198426,664862,39,10,49
100,9,10/16/43,12/8/43,1093801,883895,70221,20293.869,2068210.869,1977696,90514.869,Houston,463478,197105,660583,41,12,53
101,5,10/20/43,12/11/43,1030749,883895,67983,19647.087,2002274.087,1914644,87630.087,Houston,432981,166488,599469,41,11,52
102,4,10/25/43,12/17/43,1021145,883895,67642,19548.538,1992230.538,1905040,87190.538,Houston,428490,164682,593172,43,10,53
103,3,10/29/43,12/22/43,1016316,883895,67470,19498.83,1987179.83,1900211,86968.83,Houston,426910,163774,590684,44,10,54
104,2,11/8/43,12/29/43,1012316,883895,67329,19458.081,1982998.081,1896211,86787.081,Houston,425740,163023,588763,39,12,51
105,1,11/11/43,12/31/43,1011369,883896,67294,19447.966,1982006.966,1895265,86741.966,Houston,426043,162845,588888,37,13,50
106,7,11/14/43,12/31/43,1011005,883896,67282,19444.498,1981627.498,1894901,86726.498,Houston,426364,162776,589140,37,10,47
107,8,11/19/43,1/19/44,999918,883896,66888,19330.632,1970032.632,1883814,86218.632,Houston,425213,160908,586121,47,14,61
108,6,11/22/43,1/22/44,994400,883896,66692,19273.988,1964261.988,1878296,85965.988,Houston,424253,159946,584199,47,14,61
109,9,11/27/43,1/29/44,985586,883896,66379,19183.531,1955044.531,1869482,85562.531,Houston,423538,158514,582052,52,11,63
110,5,12/1/43,1/31/44,980080,883896,66184,19127.176,1949287.176,1863976,85311.176,Houston,426057,158006,584063,51,10,61
111,4,12/8/43,2/9/44,981576,883896,66237,19142.493,1950851.493,1865472,85379.493,Houston,427385,158289,585674,51,12,63
112,3,12/13/43,2/15/44,977017,883896,66075,19095.675,1946083.675,1860913,85170.675,Houston,424507,157430,581937,52,12,64
113,2,12/18/43,2/21/44,975952,883896,66037,19084.693,1944969.693,1859848,85121.693,Houston,424945,157606,582551,53,12,65
114,7,12/20/43,2/25/44,974378,883896,65981,19068.509,1943323.509,1858274,85049.509,Houston,423663,157310,580973,55,12,67
115,1,12/22/43,2/29/44,982812,883896,66281,19155.209,1952144.209,1866708,85436.209,Houston,423301,158144,581445,57,12,69
116,9,1/19/44,3/15/44,980772,883896,66208,19134.112,1950010.112,1864668,85342.112,Houston,424067,157986,582053,43,13,56
117,5,1/22/44,3/17/44,967134,883896,65724,18994.236,1935748.236,1851030,84718.236,Houston,419533,156475,576008,42,13,55
